sid,uid,pid,code_size,run_time,run_memory,when,score
324404,2437,562,563,0,1692,2024-02-29 19:06:12.899674,66
324408,2626,563,624,0,1764,2024-02-29 19:06:48.078336,100
324400,2501,562,642,0,1804,2024-02-29 19:06:02.676138,0
324407,2860,563,1860,0,1636,2024-02-29 19:06:40.182036,100
324405,2626,563,636,0,1792,2024-02-29 19:06:33.834609,0
324406,2452,562,574,0,1716,2024-02-29 19:06:36.976895,100
324409,2427,563,1342,0,1704,2024-02-29 19:06:53.131655,100
324410,2742,562,562,0,1804,2024-02-29 19:06:58.463925,100
324411,2216,563,466,0,1784,2024-02-29 19:07:26.839831,100
324412,2518,563,613,8,5464,2024-02-29 19:07:32.941174,0
324413,2497,563,937,0,1672,2024-02-29 19:08:23.541839,80
324414,2026,562,986,0,1656,2024-02-29 19:08:36.92035,100
324415,2168,563,511,0,1704,2024-02-29 19:08:49.491756,100
324416,2150,562,771,0,0,2024-02-29 19:09:16.296604,0
324417,2504,562,397,0,1772,2024-02-29 19:09:37.349207,100
324418,2150,562,789,0,1676,2024-02-29 19:09:52.624455,100
324419,2442,563,753,0,1716,2024-02-29 19:09:57.543997,80
324420,2573,563,759,0,1788,2024-02-29 19:10:21.091387,100
324422,2758,563,554,0,1716,2024-02-29 19:10:47.950107,100
324421,2472,565,692,0,1676,2024-02-29 19:10:36.561204,100
324423,2470,563,872,0,1784,2024-02-29 19:11:12.688334,100
324424,2423,562,626,0,1732,2024-02-29 19:11:24.620411,100
324425,2777,562,616,0,1776,2024-02-29 19:11:33.275912,16
324426,2518,563,654,3,5528,2024-02-29 19:11:47.472015,0
324427,2569,562,1737,0,1652,2024-02-29 19:11:50.654303,66
324428,2515,562,390,0,1640,2024-02-29 19:11:53.270895,100
324429,2590,564,992,0,1636,2024-02-29 19:11:54.206203,100
324430,2757,563,456,0,1756,2024-02-29 19:11:58.461673,100
324431,2150,562,782,0,1692,2024-02-29 19:11:59.486531,100
324432,2437,562,633,0,1776,2024-02-29 19:12:11.588774,100
324433,2552,563,554,0,1860,2024-02-29 19:12:17.168979,60
324434,2207,568,1403,0,1784,2024-02-29 19:12:34.951499,100
324435,2570,562,903,0,1740,2024-02-29 19:12:55.688198,100
324436,2470,563,783,0,1824,2024-02-29 19:13:02.95845,100
324437,2458,563,1489,0,1776,2024-02-29 19:13:15.044882,60
324438,2412,563,810,0,1668,2024-02-29 19:13:23.517473,0
324439,2595,563,646,0,1788,2024-02-29 19:13:25.060298,60
324440,2777,562,615,5,1656,2024-02-29 19:13:33.816535,100
324441,2455,562,1033,11988,1716,2024-02-29 19:13:58.207018,0
324442,2458,563,1480,1,1788,2024-02-29 19:14:11.233955,60
324443,2534,563,466,0,1820,2024-02-29 19:14:15.495013,100
324444,2518,563,666,4,5520,2024-02-29 19:15:09.203047,0
324445,2588,563,656,0,1680,2024-02-29 19:15:32.938992,100
324446,2584,563,767,0,0,2024-02-29 19:15:34.509188,0
324447,2531,563,931,0,1824,2024-02-29 19:15:50.940272,100
324448,2569,562,1292,0,1788,2024-02-29 19:16:04.717245,100
324449,2630,565,1333,0,1756,2024-02-29 19:16:16.59866,0
324450,2463,562,774,0,0,2024-02-29 19:16:32.915564,0
324451,2518,563,666,5,5280,2024-02-29 19:16:35.55011,0
324452,2463,562,775,0,1692,2024-02-29 19:17:03.360912,100
324453,2480,563,689,0,1676,2024-02-29 19:17:08.367574,100
324455,2584,563,778,3,1716,2024-02-29 19:17:26.684094,100
324456,2497,563,925,0,1636,2024-02-29 19:17:27.855947,100
324459,2750,563,441,0,1820,2024-02-29 19:17:40.137158,100
324458,2595,563,719,801,1636,2024-02-29 19:17:38.837761,20
324454,2463,562,775,0,1688,2024-02-29 19:17:23.594973,100
324460,2438,562,667,0,1804,2024-02-29 19:17:41.577634,100
324461,2497,563,923,0,1716,2024-02-29 19:17:55.573092,100
324462,2455,562,1032,11971,1712,2024-02-29 19:17:56.550693,0
324463,2868,563,620,0,1820,2024-02-29 19:18:37.001673,0
324464,2497,563,921,0,1820,2024-02-29 19:18:42.837968,100
324465,2204,563,512,0,1788,2024-02-29 19:18:50.014776,100
324466,2742,563,403,0,1636,2024-02-29 19:18:52.998207,100
324467,2552,563,554,0,1864,2024-02-29 19:19:09.932545,80
324468,2442,563,590,0,1700,2024-02-29 19:19:13.307899,80
324470,2521,563,700,0,0,2024-02-29 19:19:19.745699,0
324469,2868,563,620,0,1676,2024-02-29 19:19:19.706193,0
324473,2174,564,456,0,1820,2024-02-29 19:19:31.085487,100
324475,2538,567,1243,0,1728,2024-02-29 19:19:49.372405,0
324476,2580,563,743,0,1764,2024-02-29 19:20:06.383487,100
324477,2633,563,821,0,1676,2024-02-29 19:20:09.633395,100
324471,2497,563,923,0,1712,2024-02-29 19:19:27.799184,100
324472,2478,562,489,0,1844,2024-02-29 19:19:28.162904,0
324474,2576,563,618,0,1712,2024-02-29 19:19:46.464884,100
324478,2181,562,638,2,1720,2024-02-29 19:20:19.196886,100
324479,2585,562,457,0,1688,2024-02-29 19:20:30.928739,100
324480,2473,562,536,0,0,2024-02-29 19:20:41.163953,0
324481,2478,562,503,2,1728,2024-02-29 19:20:47.547311,0
324482,2455,562,1015,0,1808,2024-02-29 19:20:49.460587,0
324483,2459,563,1119,0,1824,2024-02-29 19:21:15.523836,100
324484,2595,563,720,0,1716,2024-02-29 19:21:24.990769,60
324485,2455,562,1032,0,1732,2024-02-29 19:21:25.72623,16
324486,2497,563,922,0,1636,2024-02-29 19:21:29.041754,80
324487,2521,563,701,0,1716,2024-02-29 19:21:45.871639,100
324488,1542,563,562,0,1636,2024-02-29 19:21:54.149086,100
324489,2497,563,895,0,1636,2024-02-29 19:22:00.240539,80
324490,2589,562,635,3,1728,2024-02-29 19:22:08.816719,100
324491,2434,565,592,0,1636,2024-02-29 19:22:14.660082,40
324493,2521,563,735,0,1636,2024-02-29 19:23:03.233408,100
324495,2412,563,699,0,1712,2024-02-29 19:23:14.345046,100
324497,2519,563,865,0,1736,2024-02-29 19:23:25.364572,0
324494,2497,563,976,0,1648,2024-02-29 19:23:06.023548,80
324496,2484,563,447,0,1732,2024-02-29 19:23:22.164764,100
324503,2585,562,434,0,1740,2024-02-29 19:23:38.697912,100
324498,2550,563,299,0,1732,2024-02-29 19:23:27.191732,0
324500,2461,563,521,0,0,2024-02-29 19:23:31.254673,0
324502,2455,562,1056,0,1752,2024-02-29 19:23:33.847887,100
324504,2581,562,814,0,1688,2024-02-29 19:23:42.599178,100
324505,2598,577,1218,0,0,2024-02-29 19:23:46.10382,0
324506,1542,563,589,0,1716,2024-02-29 19:24:20.806335,100
324508,2553,562,959,0,1768,2024-02-29 19:24:48.773716,100
324499,2487,563,829,0,1792,2024-02-29 19:23:28.832263,100
324507,2553,562,974,0,1736,2024-02-29 19:24:23.278121,100
324509,2213,562,661,0,1736,2024-02-29 19:25:31.162924,100
324510,2416,577,95,0,1632,2024-02-29 19:25:32.330872,0
324512,2860,563,1798,0,1636,2024-02-29 19:25:44.452995,100
324511,2595,563,729,0,1732,2024-02-29 19:25:37.338765,60
324513,2445,563,925,5,1860,2024-02-29 19:26:04.425837,20
324514,2497,563,978,0,1712,2024-02-29 19:26:23.566071,100
324515,2521,563,739,0,1724,2024-02-29 19:26:25.328932,100
324516,2519,563,829,0,1716,2024-02-29 19:26:25.34093,100
324517,2461,563,440,0,1768,2024-02-29 19:26:28.774018,100
324518,2168,562,454,0,1736,2024-02-29 19:26:32.765233,100
324519,2552,563,558,0,1704,2024-02-29 19:28:06.309897,100
324520,2501,562,709,0,1728,2024-02-29 19:28:29.931636,0
324521,2868,563,589,0,1672,2024-02-29 19:28:54.538465,20
324522,2583,567,1854,0,1788,2024-02-29 19:28:59.586298,100
324523,2214,562,535,0,1644,2024-02-29 19:29:08.518096,100
324524,2429,563,824,0,1820,2024-02-29 19:29:15.042411,100
324525,2594,563,875,0,1788,2024-02-29 19:29:32.72324,100
324526,2602,563,624,0,1640,2024-02-29 19:29:35.895952,100
324527,2600,562,760,0,1780,2024-02-29 19:30:04.472467,100
324528,2614,563,661,0,1712,2024-02-29 19:30:06.789272,100
324529,2511,562,411,0,1776,2024-02-29 19:30:23.717342,100
324530,2614,563,677,0,1788,2024-02-29 19:30:35.335509,100
324531,2614,563,702,0,1728,2024-02-29 19:31:02.339739,100
324532,2602,563,715,0,1716,2024-02-29 19:31:17.030197,100
324533,2521,563,706,0,1768,2024-02-29 19:31:33.159731,100
324534,2501,562,763,0,0,2024-02-29 19:31:46.591881,0
324535,2599,563,644,0,0,2024-02-29 19:31:54.239069,0
324536,2594,563,885,0,1728,2024-02-29 19:31:55.298823,100
324538,2630,565,1323,0,1628,2024-02-29 19:32:12.416384,20
324539,2480,562,698,0,1736,2024-02-29 19:32:13.826453,100
324540,2501,562,758,0,1736,2024-02-29 19:32:20.478689,0
324541,2638,563,674,0,1664,2024-02-29 19:32:24.53175,100
324542,2521,563,707,0,1720,2024-02-29 19:32:36.425747,100
324543,2480,562,690,0,1740,2024-02-29 19:32:50.095742,100
324544,2599,563,643,0,1728,2024-02-29 19:33:10.226491,100
324545,2638,563,678,0,1720,2024-02-29 19:33:19.285673,100
324547,2521,563,717,0,1640,2024-02-29 19:33:44.631106,100
324548,2177,567,2168,0,1636,2024-02-29 19:34:14.554071,100
324549,2590,562,545,0,1748,2024-02-29 19:34:17.282901,100
324550,2447,562,480,0,1688,2024-02-29 19:34:34.307613,100
324551,2434,565,745,0,1668,2024-02-29 19:34:43.133999,100
324552,2554,562,749,0,1644,2024-02-29 19:34:49.634825,100
324554,2492,562,1122,0,0,2024-02-29 19:35:16.549748,0
324555,2478,562,531,0,1724,2024-02-29 19:35:42.778522,0
324557,2161,567,2717,0,1704,2024-02-29 19:35:51.224624,100
324558,2174,565,1450,0,0,2024-02-29 19:35:59.230412,0
324559,2538,567,1449,2,1824,2024-02-29 19:36:07.431282,0
324560,2492,562,1122,0,0,2024-02-29 19:36:19.995428,0
324561,2174,565,1449,3,1768,2024-02-29 19:36:39.822533,100
324562,2600,563,1308,0,1636,2024-02-29 19:36:46.707946,100
324563,2868,563,592,0,1680,2024-02-29 19:36:49.518872,100
324564,2532,562,572,0,1788,2024-02-29 19:36:53.570507,0
324565,2492,562,1065,0,0,2024-02-29 19:37:01.30102,0
324567,2478,562,749,0,1732,2024-02-29 19:37:16.001452,0
324568,2610,563,928,0,0,2024-02-29 19:37:18.356573,0
324569,2157,565,1053,0,1636,2024-02-29 19:37:45.21909,80
324570,2213,565,397,0,1716,2024-02-29 19:37:49.199154,80
324571,2530,563,756,0,1708,2024-02-29 19:37:55.325776,100
324572,2426,562,852,0,1740,2024-02-29 19:38:34.508346,100
324573,2427,562,867,0,1676,2024-02-29 19:38:39.04123,66
324574,2501,562,868,0,1808,2024-02-29 19:38:41.050081,0
324575,2487,562,857,0,1732,2024-02-29 19:39:03.124189,16
324576,2534,562,1145,0,1748,2024-02-29 19:39:07.947067,66
324577,2157,565,1056,0,1716,2024-02-29 19:39:08.533866,100
324578,2435,562,583,5,5544,2024-02-29 19:39:12.041231,0
324579,2426,563,859,0,1784,2024-02-29 19:39:18.314315,100
324581,2487,562,859,0,1808,2024-02-29 19:39:40.992002,100
324582,2427,562,868,3,1720,2024-02-29 19:39:43.30476,66
324580,2473,562,621,0,0,2024-02-29 19:39:33.010623,0
324583,2492,562,1083,0,1780,2024-02-29 19:40:22.51601,66
324584,2473,562,639,0,1724,2024-02-29 19:40:28.331999,100
324586,2528,562,568,0,0,2024-02-29 19:42:22.585969,0
324587,2572,562,1055,0,0,2024-02-29 19:43:16.754704,0
324588,2442,562,509,0,1752,2024-02-29 19:43:28.106276,16
324590,2528,562,566,0,0,2024-02-29 19:44:23.762604,0
324592,2442,562,521,0,1652,2024-02-29 19:45:15.766518,100
324593,2532,562,602,0,1732,2024-02-29 19:45:16.945942,0
324596,2583,567,1802,0,1664,2024-02-29 19:45:26.45903,0
324597,2583,567,1802,1,1668,2024-02-29 19:45:59.493194,0
324598,2478,562,745,0,1776,2024-02-29 19:46:11.056257,100
324599,2358,567,3346,0,0,2024-02-29 19:46:15.797961,0
324600,2213,565,614,0,1668,2024-02-29 19:46:36.273933,100
324604,2358,567,3350,0,0,2024-02-29 19:47:14.693643,0
324605,2481,568,344,0,0,2024-02-29 19:47:25.57779,0
324609,2174,568,2666,0,1732,2024-02-29 19:48:18.865325,100
324602,2528,562,595,0,1688,2024-02-29 19:47:01.919994,0
324603,2583,567,1837,0,1636,2024-02-29 19:47:10.493019,0
324606,2215,562,975,0,1840,2024-02-29 19:47:29.765927,100
324608,2427,562,730,0,1692,2024-02-29 19:47:54.467237,100
324610,2528,562,555,0,1724,2024-02-29 19:48:19.83328,100
324612,2528,562,554,0,0,2024-02-29 19:48:49.136492,0
324611,2619,562,932,0,1732,2024-02-29 19:48:27.607164,100
324614,2492,562,1415,0,1688,2024-02-29 19:49:26.819416,100
324615,2750,562,855,0,1720,2024-02-29 19:49:32.397661,33
324616,2626,562,902,0,0,2024-02-29 19:49:34.004734,0
324619,2470,562,2268,0,1708,2024-02-29 19:49:59.844039,0
324622,2531,562,929,0,0,2024-02-29 19:50:40.078783,0
324621,2745,566,1168,0,1764,2024-02-29 19:50:38.690248,0
324623,2616,563,820,0,1760,2024-02-29 19:51:15.363172,100
324624,2531,562,853,0,0,2024-02-29 19:51:16.288742,0
324625,2470,562,2199,0,1640,2024-02-29 19:51:24.165412,0
324627,2205,563,677,0,1792,2024-02-29 19:51:52.387823,100
324628,2490,562,588,0,1752,2024-02-29 19:52:05.369412,100
324629,2601,563,1830,0,1632,2024-02-29 19:52:05.982684,100
324630,2626,562,918,0,1648,2024-02-29 19:52:19.204471,100
324636,2531,562,871,0,1736,2024-02-29 19:53:41.229187,100
324632,2780,563,616,0,1756,2024-02-29 19:52:29.033965,100
324633,2626,562,910,0,1720,2024-02-29 19:52:53.588909,100
324634,2546,562,1094,0,1776,2024-02-29 19:53:11.477574,66
324635,2630,563,1017,0,0,2024-02-29 19:53:18.440306,0
324637,2204,562,1179,0,1840,2024-02-29 19:53:53.28692,66
324639,2601,562,842,0,0,2024-02-29 19:54:07.596264,0
324640,2501,562,585,0,0,2024-02-29 19:54:14.236619,0
324641,2501,562,585,0,0,2024-02-29 19:54:43.756676,0
324643,2552,563,554,0,1716,2024-02-29 19:54:46.20309,100
324642,2204,562,1179,0,1692,2024-02-29 19:54:46.096653,66
324647,2601,562,380,0,1732,2024-02-29 19:55:24.572582,0
324648,2750,562,889,0,1796,2024-02-29 19:56:40.955753,100
324649,2514,562,632,0,0,2024-02-29 19:56:45.523048,0
324652,2613,563,351,0,1636,2024-02-29 19:57:20.840484,20
324651,2630,577,1280,1150,1712,2024-02-29 19:57:19.281286,0
324656,2537,563,395,0,1648,2024-02-29 19:57:45.691511,100
324657,2435,562,656,0,1652,2024-02-29 19:58:05.84458,0
324658,2470,562,2227,0,1728,2024-02-29 19:58:08.764989,16
324653,2470,562,2226,0,0,2024-02-29 19:57:35.20667,0
324654,2435,562,673,8,5512,2024-02-29 19:57:37.094498,0
324655,2514,562,633,0,1752,2024-02-29 19:57:37.148483,100
324659,2597,562,692,0,0,2024-02-29 19:58:34.09541,0
324660,2599,562,716,0,0,2024-02-29 19:59:08.766433,0
324661,2613,563,386,0,1656,2024-02-29 19:59:12.798301,100
324663,2597,562,693,0,0,2024-02-29 19:59:24.684152,0
324662,2478,563,719,0,1744,2024-02-29 19:59:24.618494,80
324664,2501,562,809,0,0,2024-02-29 19:59:40.860276,0
324666,2640,562,1509,0,0,2024-02-29 19:59:51.093325,0
324667,2599,562,716,0,0,2024-02-29 19:59:54.44413,0
324669,2584,562,944,0,1724,2024-02-29 20:00:08.047818,16
324670,2524,563,927,0,1792,2024-02-29 20:00:29.235681,20
324671,2412,562,681,0,0,2024-02-29 20:00:29.937363,0
324672,2435,562,633,6,5544,2024-02-29 20:00:51.851254,0
324673,2447,577,502,0,1708,2024-02-29 20:00:52.395257,0
324674,2599,562,719,0,0,2024-02-29 20:00:54.883172,0
324676,2470,562,2380,0,1724,2024-02-29 20:01:24.567908,66
324677,2599,562,702,0,0,2024-02-29 20:01:25.015022,0
324680,2567,563,1729,0,0,2024-02-29 20:01:40.507862,0
324678,2572,562,1182,0,0,2024-02-29 20:01:26.090501,0
324681,2599,562,691,0,1640,2024-02-29 20:02:06.172487,16
324682,2498,563,699,0,1636,2024-02-29 20:02:32.463583,80
324683,2747,563,604,0,1672,2024-02-29 20:02:41.615694,100
324684,2412,562,682,0,0,2024-02-29 20:02:45.072847,0
324685,2470,562,2378,0,1840,2024-02-29 20:02:50.248068,100
324686,2602,562,769,0,0,2024-02-29 20:02:51.105911,0
324689,2572,562,1201,0,1804,2024-02-29 20:03:19.392997,100
324690,2582,563,1090,1,1820,2024-02-29 20:03:20.448686,100
324687,2599,562,735,0,1784,2024-02-29 20:03:01.005575,100
324688,2234,563,460,0,1644,2024-02-29 20:03:01.160859,100
324693,2412,562,682,0,0,2024-02-29 20:04:05.536948,0
324694,2567,563,1730,0,1720,2024-02-29 20:04:06.943357,100
324695,2868,562,505,0,0,2024-02-29 20:04:10.445389,0
324696,2524,563,930,0,1712,2024-02-29 20:05:20.713512,20
324697,2640,562,1452,0,1808,2024-02-29 20:05:26.233885,0
324698,2597,562,613,0,1840,2024-02-29 20:05:29.782088,100
324699,2745,566,1176,0,1668,2024-02-29 20:07:03.14288,100
324700,2584,562,1023,0,1640,2024-02-29 20:07:39.791097,16
324703,2584,562,1299,0,1844,2024-02-29 20:08:23.261656,0
324704,2599,562,823,0,0,2024-02-29 20:09:01.42503,0
324705,2601,562,704,4,5520,2024-02-29 20:09:45.815646,0
324706,2464,563,759,0,1768,2024-02-29 20:09:58.68106,100
324707,2227,562,1076,0,1728,2024-02-29 20:10:00.047359,100
324708,2599,562,841,0,1840,2024-02-29 20:10:05.704554,0
324709,2464,563,793,0,1820,2024-02-29 20:10:55.466677,100
324710,2532,562,1242,0,1640,2024-02-29 20:11:00.593595,66
324711,2629,562,1177,0,0,2024-02-29 20:11:57.701596,0
324712,2659,562,1083,0,0,2024-02-29 20:12:03.016293,0
324713,2599,562,831,0,1752,2024-02-29 20:12:19.059959,0
324714,2442,563,753,0,1824,2024-02-29 20:12:22.776647,100
324715,2629,562,1193,0,0,2024-02-29 20:12:56.764432,0
324716,2629,562,1193,0,0,2024-02-29 20:13:08.519348,0
